candidate_id,job_role,education_level,years_experience,technical_skill_score,aptitude_score,communication_score,interview_score,internship_experience,projects_count,project_quality_score,certifications_count,certification_prestige_score,competition_awards_count,ats_score,linkedin_profile_score,github_coding_profile_score,relocation_preference,age,gender,selected
709,Data Analyst,Bachelor's,10.5,73.9,77.3,54.3,62.3,0,4,53.6,4,63.4,0.0,57.5,5.3,6.7,Open to Remote,35,Female,1
710,Data Analyst,Bachelor's,0.0,72.4,34.4,60.8,47.9,0,2,68.8,1,3.8,1.0,39.1,5.6,2.6,Yes,21,Female,0
711,Strategy Consultant,PhD,0.0,64.5,70.1,42.5,63.0,1,4,53.7,1,16.7,0.0,47.5,9.6,0.0,Yes,21,Male,1
712,Sales Executive,Bachelor's,3.7,58.0,36.8,91.7,67.1,0,0,37.4,0,15.5,0.0,53.4,4.7,0.0,No,29,Female,0
713,Strategy Consultant,Master's,2.2,37.3,91.3,90.0,64.3,1,3,51.3,1,50.4,0.0,87.3,6.8,0.0,Yes,30,Female,1
714,Strategy Consultant,Master's,3.7,81.6,66.1,52.2,88.9,0,3,80.0,3,53.6,0.0,66.5,4.2,2.3,Yes,31,Female,1
715,Sales Executive,High School,8.0,74.5,72.6,92.6,81.3,0,1,38.9,3,23.6,1.0,40.5,9.5,2.8,Open to Remote,26,Female,1
716,Software Engineer,Master's,0.0,82.0,46.7,34.9,49.5,0,3,32.5,0,2.7,0.0,45.3,3.4,6.1,Open to Remote,23,Male,0
717,Sales Executive,High School,7.7,45.6,60.9,84.5,49.2,0,0,19.1,1,23.4,0.0,41.3,10.0,4.5,No,29,Male,1
718,Software Engineer,Bachelor's,4.0,70.8,65.1,50.7,51.3,0,1,67.7,4,28.3,0.0,67.3,3.6,5.9,No,26,Female,0
719,Sales Executive,Bachelor's,10.5,40.1,96.5,95.0,61.3,0,8,86.3,2,28.4,0.0,55.9,7.6,3.6,Yes,38,Male,1
720,Strategy Consultant,Bachelor's,5.0,47.1,89.7,73.7,66.9,1,3,45.5,2,10.4,1.0,59.2,7.5,0.2,No,27,Female,0
721,Data Analyst,Master's,5.0,32.2,84.7,74.0,52.0,1,1,36.8,1,4.4,1.0,44.0,7.2,5.0,Open to Remote,29,Female,0
722,Data Analyst,Bachelor's,8.1,88.0,98.4,78.6,97.2,0,5,71.6,1,16.3,0.0,28.8,3.4,5.1,No,44,Female,0
723,Software Engineer,Bachelor's,4.9,87.7,69.3,50.6,62.2,1,0,60.5,1,26.3,1.0,70.7,3.1,8.8,Yes,28,Male,1
724,Strategy Consultant,PhD,2.1,24.8,70.5,69.6,64.3,0,4,57.5,1,1.9,0.0,28.6,5.6,0.6,Yes,32,Female,1
725,Software Engineer,Bachelor's,7.6,83.3,61.8,38.3,67.0,0,2,52.0,2,46.0,0.0,69.5,6.9,3.3,Yes,33,Female,1
726,Software Engineer,Bachelor's,8.1,69.9,69.9,50.5,70.9,0,9,100.0,2,13.9,1.0,30.7,5.5,8.7,Yes,33,Male,1
727,Software Engineer,Bachelor's,10.5,67.0,23.4,83.9,70.6,0,3,79.3,2,53.0,0.0,54.4,7.7,7.0,Open to Remote,31,Male,1
728,Software Engineer,Master's,0.2,77.4,65.0,66.3,93.7,1,5,56.7,2,28.3,1.0,72.1,3.8,10.0,Open to Remote,30,Male,0
729,Data Analyst,Bachelor's,2.8,38.9,71.4,44.3,40.4,0,1,21.5,2,20.4,0.0,87.4,5.0,2.2,No,30,Male,0
730,Data Analyst,PhD,0.0,64.8,65.7,84.5,82.1,1,3,100.0,2,0.0,1.0,43.5,5.3,4.5,No,26,Female,1
731,Data Analyst,Bachelor's,2.9,66.2,45.0,65.8,64.5,1,2,63.1,4,34.0,0.0,83.7,5.2,1.5,Open to Remote,31,Female,0
732,Software Engineer,High School,2.6,71.2,62.8,67.5,80.1,1,5,100.0,0,13.5,0.0,76.5,6.7,7.2,No,41,Male,0
733,Software Engineer,PhD,2.2,49.5,42.0,62.4,53.1,1,3,68.9,2,28.4,0.0,43.3,8.0,7.2,Open to Remote,36,Female,0
734,Data Analyst,Bachelor's,0.9,71.7,94.6,66.3,90.8,1,3,67.8,2,28.3,1.0,56.3,4.3,8.1,No,31,Male,0
735,Software Engineer,Master's,5.4,85.9,61.1,25.0,41.6,1,4,31.3,1,12.7,0.0,48.8,4.6,8.1,No,34,Male,0
736,Sales Executive,Bachelor's,2.0,51.1,24.1,91.6,45.1,0,3,31.3,1,32.5,0.0,36.5,7.6,0.0,Yes,24,Male,0
737,Software Engineer,Bachelor's,2.8,66.6,61.9,21.2,42.5,1,0,51.7,2,9.3,1.0,25.9,6.2,7.2,Open to Remote,27,Female,0
738,Data Analyst,Bachelor's,3.5,100.0,81.4,75.2,84.8,0,3,51.7,2,47.6,0.0,43.5,7.7,7.2,Open to Remote,35,Female,0
739,Data Analyst,Bachelor's,6.0,51.1,70.6,61.5,61.1,0,2,44.7,2,47.9,0.0,0.4,5.7,1.1,Open to Remote,38,Female,0
740,Data Analyst,Bachelor's,2.0,76.6,54.3,72.5,59.6,0,2,71.4,1,27.3,0.0,60.3,5.1,6.2,Open to Remote,24,Female,1
741,Software Engineer,High School,4.7,73.6,54.8,57.4,50.4,0,4,68.5,1,36.1,0.0,87.2,9.0,5.4,No,26,Male,0
742,Software Engineer,Bachelor's,0.4,100.0,60.7,70.7,70.1,0,1,63.2,1,14.8,0.0,68.6,6.2,6.2,No,42,Female,1
743,Strategy Consultant,Master's,6.0,55.8,65.4,70.2,43.2,1,3,79.7,4,38.3,0.0,53.7,7.9,1.0,Yes,30,Male,1
744,Software Engineer,Bachelor's,10.5,79.0,46.1,59.2,58.7,0,4,94.5,1,16.1,0.0,46.3,2.3,3.7,Open to Remote,40,Male,1
745,Data Analyst,Master's,4.6,72.6,67.0,66.1,67.9,1,4,64.8,2,53.9,1.0,95.1,5.2,1.7,No,30,Male,0
746,Data Analyst,High School,1.6,49.1,48.0,88.2,67.7,1,2,69.7,3,38.9,2.0,72.0,7.8,6.4,Open to Remote,30,Male,0
747,Data Analyst,Master's,2.6,52.0,82.2,69.0,69.0,1,2,30.3,3,19.6,0.0,26.5,5.7,4.1,No,27,Male,0
748,Data Analyst,Bachelor's,1.6,60.9,84.1,40.2,82.1,1,3,60.4,2,26.7,2.0,96.0,6.1,4.9,Yes,35,Male,0
749,Sales Executive,Master's,10.5,59.4,40.0,66.5,65.8,0,3,66.0,1,11.4,0.0,84.5,3.2,1.5,No,37,Male,1
750,Strategy Consultant,Bachelor's,1.0,53.5,61.3,79.0,73.6,1,1,40.2,4,45.5,0.0,31.5,6.2,0.0,Open to Remote,23,Female,0
751,Software Engineer,Bachelor's,4.7,66.9,58.7,73.9,71.3,0,1,42.1,1,17.6,1.0,71.6,8.0,5.4,Yes,27,Male,0
752,Data Analyst,Bachelor's,3.4,85.6,67.5,49.2,73.9,1,4,49.5,4,14.9,0.0,56.9,5.5,3.0,Yes,34,Male,1
753,Software Engineer,Master's,4.0,40.3,68.9,88.6,63.1,0,1,37.4,2,6.5,0.0,9.9,6.5,1.9,Yes,28,Other,0
754,Data Analyst,Bachelor's,2.0,45.6,74.9,62.6,61.5,1,3,22.7,0,6.5,1.0,32.4,6.1,4.6,Yes,26,Female,0
755,Sales Executive,Bachelor's,4.6,7.6,61.6,81.3,72.7,0,0,19.9,2,55.5,1.0,56.4,6.1,0.6,Open to Remote,35,Male,0
756,Software Engineer,Bachelor's,2.8,88.1,88.3,36.2,69.2,0,3,65.5,0,0.0,1.0,74.0,5.6,8.0,Open to Remote,36,Female,0
757,Data Analyst,Bachelor's,4.0,63.5,68.9,76.7,53.8,1,2,64.5,1,29.0,1.0,100.0,6.5,5.8,Yes,26,Male,1
758,Strategy Consultant,PhD,0.4,64.5,52.5,63.3,68.8,0,4,42.2,1,53.2,0.0,59.0,8.1,0.0,Yes,30,Male,0
759,Software Engineer,Bachelor's,0.0,68.4,40.9,43.8,62.0,1,6,82.6,1,41.3,2.0,20.2,6.9,3.2,Yes,22,Female,0
760,Data Analyst,Master's,0.0,80.3,92.5,55.2,77.0,0,3,72.3,0,14.5,1.0,39.7,4.8,3.6,Open to Remote,24,Male,0
761,Sales Executive,High School,7.3,43.1,62.6,95.7,44.8,1,5,62.5,2,24.5,0.0,41.0,7.4,1.5,Yes,30,Female,1
762,Software Engineer,Bachelor's,1.0,76.1,68.1,62.0,84.2,1,1,56.9,1,34.8,1.0,52.2,3.0,5.9,Open to Remote,29,Male,0
763,Software Engineer,Bachelor's,1.0,74.0,71.7,41.7,64.8,1,4,71.1,2,59.2,0.0,51.0,6.0,5.3,No,23,Female,0
764,Software Engineer,PhD,0.0,75.1,67.4,47.0,59.2,1,3,13.7,4,57.4,1.0,64.2,1.5,9.9,No,25,Female,0
765,Strategy Consultant,Bachelor's,1.0,75.3,78.5,91.1,96.0,0,3,44.0,2,32.7,1.0,87.7,3.5,2.3,Yes,23,Female,0
766,Software Engineer,High School,7.6,45.6,59.4,51.5,27.5,0,2,84.2,7,88.2,0.0,58.2,5.9,8.6,No,32,Male,0
767,Software Engineer,Master's,0.0,69.0,80.8,63.4,71.9,1,3,70.5,1,25.6,1.0,17.6,6.6,7.8,Open to Remote,21,Male,0
768,Software Engineer,Master's,0.0,73.0,57.1,67.1,59.7,1,1,37.1,1,23.8,0.0,64.4,3.1,4.6,No,23,Female,0
769,Software Engineer,High School,1.4,70.7,51.5,3.7,59.4,1,5,77.8,2,41.7,0.0,20.4,6.6,8.6,Yes,21,Female,0
770,Sales Executive,Bachelor's,4.1,39.0,29.6,94.0,58.3,1,5,74.5,3,23.2,0.0,35.4,6.7,6.5,No,32,Male,1
771,Software Engineer,Bachelor's,0.0,62.0,61.4,42.2,44.5,1,4,90.3,5,100.0,1.0,89.1,6.1,8.3,Open to Remote,21,Male,0
772,Sales Executive,High School,2.9,68.0,74.0,69.6,84.0,1,2,45.4,3,39.2,0.0,14.9,9.9,0.8,No,29,Female,0
773,Sales Executive,Master's,5.8,43.9,48.1,98.1,34.6,0,1,28.4,1,18.3,0.0,88.7,2.5,0.0,Yes,39,Female,0
774,Strategy Consultant,Bachelor's,5.0,86.6,51.3,91.7,83.9,0,5,67.0,3,52.9,0.0,70.7,10.0,0.0,No,39,Female,0
775,Software Engineer,Bachelor's,0.0,77.9,69.3,62.4,54.7,1,0,33.1,2,50.9,0.0,64.5,7.3,8.5,No,21,Female,1
776,Strategy Consultant,Master's,7.0,45.7,62.2,80.9,57.4,0,0,22.8,1,8.3,0.0,22.8,7.7,2.4,Open to Remote,31,Male,0
777,Sales Executive,Bachelor's,1.0,53.3,78.2,89.7,70.6,0,3,57.4,0,0.0,0.0,53.3,6.3,0.0,Yes,23,Male,0
778,Software Engineer,Master's,0.0,71.6,81.1,76.5,87.1,0,1,39.9,1,15.4,1.0,46.2,6.5,8.1,Open to Remote,22,Female,1
779,Sales Executive,High School,2.6,65.1,35.9,98.4,94.4,0,3,56.4,3,41.7,1.0,37.2,7.7,0.0,Open to Remote,28,Female,0
780,Strategy Consultant,Bachelor's,8.2,32.5,69.4,71.6,35.9,0,2,75.5,3,21.2,0.0,43.8,8.2,2.9,Yes,36,Male,0
781,Software Engineer,Bachelor's,2.9,43.0,53.7,43.9,51.9,0,2,27.7,1,21.5,1.0,96.1,6.2,8.3,Open to Remote,33,Female,0
782,Strategy Consultant,Master's,1.0,55.4,54.6,66.2,85.4,1,7,84.7,0,12.4,0.0,67.8,6.1,3.2,Open to Remote,25,Male,1
783,Data Analyst,Bachelor's,10.5,77.5,67.2,61.9,62.1,0,5,52.8,3,3.3,0.0,53.2,7.0,3.9,Yes,33,Male,0
784,Sales Executive,Bachelor's,0.0,49.3,67.3,74.2,55.8,0,1,57.5,2,42.2,2.0,58.0,3.1,2.6,No,21,Female,0
785,Strategy Consultant,Bachelor's,1.9,60.1,70.8,54.8,64.3,0,0,58.2,1,40.0,1.0,44.7,6.0,1.3,No,24,Male,0
786,Data Analyst,Bachelor's,2.0,72.9,60.3,66.6,76.9,1,1,32.3,4,46.9,0.0,70.6,5.5,5.9,Open to Remote,24,Male,0
787,Strategy Consultant,Bachelor's,1.5,27.8,38.9,46.5,45.6,0,0,15.8,3,43.8,1.0,20.6,5.8,1.1,Yes,29,Female,0
788,Data Analyst,Bachelor's,1.6,69.2,58.0,61.3,58.8,1,4,76.8,3,28.3,0.0,72.7,7.8,3.1,No,28,Male,1
789,Sales Executive,Bachelor's,6.0,64.8,63.3,77.2,59.1,1,5,64.5,0,12.6,0.0,23.9,10.0,1.7,Open to Remote,28,Male,1
790,Sales Executive,Bachelor's,3.2,47.6,34.9,76.7,69.8,0,3,77.8,1,35.5,1.0,44.4,7.3,2.0,Open to Remote,28,Female,0
791,Software Engineer,Master's,4.9,50.4,84.2,67.8,57.3,1,2,25.5,3,8.7,0.0,73.0,5.8,4.6,No,29,Male,0
792,Data Analyst,Master's,1.1,60.0,59.2,70.8,40.5,0,2,69.4,3,15.6,1.0,89.6,5.8,6.3,Open to Remote,32,Female,0
793,Data Analyst,Bachelor's,1.8,73.4,70.9,93.3,62.2,0,1,88.3,4,14.5,0.0,11.6,2.4,6.1,No,30,Male,0
794,Software Engineer,Master's,3.0,96.9,59.0,47.2,61.2,1,3,74.1,3,69.7,1.0,38.8,6.1,5.5,No,27,Male,0
795,Software Engineer,Master's,10.5,40.7,47.4,59.2,67.1,0,3,38.7,0,9.5,0.0,48.8,3.8,7.6,Open to Remote,31,Female,0
796,Data Analyst,Master's,5.1,70.4,74.6,63.2,54.9,1,2,39.1,0,43.7,0.0,70.5,6.1,3.6,Yes,34,Male,1
797,Software Engineer,Bachelor's,0.2,56.0,56.0,57.5,74.8,0,3,51.9,0,13.5,0.0,40.3,4.7,8.3,No,26,Female,0
798,Software Engineer,Bachelor's,1.0,77.6,52.5,36.0,71.2,0,1,61.4,0,50.9,2.0,57.4,5.4,5.0,Open to Remote,29,Female,0
799,Sales Executive,High School,3.1,53.8,19.4,57.2,47.4,0,2,21.3,1,46.6,1.0,52.7,6.7,3.9,Open to Remote,36,Female,0
800,Sales Executive,High School,4.0,41.5,74.5,75.1,32.6,0,4,50.9,1,8.3,0.0,47.6,6.5,3.8,Yes,22,Male,0
801,Sales Executive,High School,3.9,54.5,55.1,51.4,39.4,0,2,50.7,1,24.3,0.0,51.9,10.0,2.8,No,40,Male,1
802,Data Analyst,Bachelor's,0.0,82.1,84.6,55.0,65.8,1,3,90.6,2,8.9,2.0,60.2,5.7,9.3,Yes,21,Female,0
803,Strategy Consultant,Bachelor's,5.0,47.5,81.3,60.3,82.9,0,1,73.8,1,35.2,1.0,83.9,9.3,4.1,Yes,27,Male,1
804,Sales Executive,Bachelor's,1.0,24.9,71.6,70.5,48.0,0,3,43.1,2,50.6,0.0,41.6,5.6,3.1,No,23,Female,1
805,Software Engineer,Master's,0.7,91.4,56.5,72.0,64.9,1,2,39.5,0,52.6,0.0,87.8,3.3,10.0,No,42,Female,0
806,Software Engineer,Bachelor's,3.7,82.4,44.4,38.8,58.0,1,3,65.2,3,63.6,0.0,59.3,7.3,6.7,Open to Remote,26,Male,0
807,Sales Executive,Bachelor's,2.7,53.5,66.4,88.0,52.5,1,3,57.2,3,44.7,1.0,39.0,7.3,0.0,No,26,Male,0
808,Software Engineer,Master's,3.0,59.6,67.0,46.4,56.9,0,2,71.2,2,36.1,2.0,49.3,6.8,9.2,No,27,Female,1
809,Data Analyst,Bachelor's,2.6,79.8,61.0,53.3,55.3,0,3,54.0,3,31.1,0.0,25.2,9.1,4.8,Yes,30,Female,0
810,Strategy Consultant,Bachelor's,10.5,80.6,83.1,77.0,100.0,0,3,44.4,5,86.5,0.0,38.1,6.9,3.0,No,27,Male,0
811,Software Engineer,High School,5.2,68.2,69.6,50.9,51.6,1,1,46.3,2,11.7,2.0,42.2,6.3,5.3,Yes,28,Female,0
812,Software Engineer,Bachelor's,0.0,71.4,74.6,41.6,85.1,0,4,59.3,2,8.2,2.0,60.3,4.8,5.6,Open to Remote,21,Female,1
813,Strategy Consultant,PhD,1.0,34.0,56.7,64.4,37.8,0,7,65.6,3,14.1,0.0,81.2,6.8,0.0,No,29,Male,0
814,Sales Executive,High School,6.0,34.2,69.7,48.4,53.0,1,3,32.6,2,50.5,2.0,41.3,7.5,0.0,Open to Remote,29,Male,1
815,Software Engineer,Master's,6.5,53.9,64.9,60.7,65.6,0,3,31.6,1,41.3,0.0,32.5,6.5,7.8,Yes,35,Female,0
816,Strategy Consultant,Master's,9.8,52.0,88.3,23.5,54.6,0,5,76.6,5,58.9,1.0,69.8,7.1,0.0,No,37,Female,0
817,Strategy Consultant,Master's,4.0,44.9,86.5,83.3,71.8,0,3,56.2,2,35.3,0.0,54.9,3.4,0.0,Yes,28,Female,1
818,Data Analyst,Master's,2.1,70.6,78.3,69.2,82.8,1,3,44.7,2,5.3,0.0,80.8,8.6,3.2,Yes,34,Male,0
819,Sales Executive,Bachelor's,0.0,31.6,53.3,99.0,66.7,0,1,50.2,2,34.4,0.0,67.3,7.2,0.1,Open to Remote,22,Female,0
820,Software Engineer,Bachelor's,3.9,67.5,75.6,87.7,74.9,0,3,25.1,3,60.7,0.0,68.1,8.7,7.2,Open to Remote,34,Female,0
821,Software Engineer,Bachelor's,1.7,55.7,81.7,69.0,60.1,1,4,53.4,2,7.4,0.0,61.0,3.9,10.0,Yes,26,Female,1
822,Sales Executive,Bachelor's,0.0,47.8,64.1,65.6,56.9,1,2,50.2,5,25.6,0.0,71.4,6.0,2.7,Yes,22,Male,0
823,Software Engineer,Bachelor's,2.6,45.5,68.0,87.6,64.8,0,2,65.6,1,28.2,0.0,69.4,5.1,5.7,Yes,28,Male,0
824,Sales Executive,High School,8.5,47.3,65.7,57.1,53.9,1,3,42.2,2,44.3,1.0,70.8,6.2,1.0,No,37,Male,1
825,Strategy Consultant,Bachelor's,1.5,45.8,64.1,41.5,50.7,0,4,78.0,2,45.3,0.0,70.0,7.2,0.0,No,30,Male,0
826,Software Engineer,Bachelor's,3.3,72.7,87.7,82.8,63.8,1,2,42.1,2,53.2,0.0,56.8,7.7,8.9,No,38,Male,0
827,Sales Executive,Master's,1.0,20.2,29.8,84.0,33.1,1,2,52.8,1,25.2,0.0,28.9,9.7,2.2,No,25,Female,0
828,Software Engineer,Master's,1.0,79.8,65.5,26.9,67.0,1,1,80.2,2,0.0,0.0,60.5,4.6,5.8,No,35,Male,1
829,Strategy Consultant,Master's,1.0,45.5,65.9,49.7,26.1,0,4,39.7,1,32.3,2.0,43.3,5.3,1.8,Open to Remote,25,Female,0
830,Software Engineer,High School,4.5,73.3,55.4,63.3,78.8,1,4,68.7,0,38.8,0.0,39.8,7.0,8.0,Yes,30,Male,0
831,Sales Executive,Bachelor's,0.4,16.9,59.6,62.0,38.8,1,4,58.8,3,23.6,0.0,76.2,4.9,1.1,No,30,Female,0
832,Sales Executive,Bachelor's,5.5,26.4,38.1,64.1,63.1,1,2,17.5,3,33.3,0.0,46.4,8.3,1.9,Yes,33,Male,1
833,Data Analyst,Bachelor's,4.8,59.1,100.0,89.5,96.7,1,4,69.5,1,0.0,0.0,33.8,5.0,6.3,Open to Remote,31,Female,1
834,Sales Executive,Bachelor's,3.0,65.6,34.7,100.0,64.4,0,7,71.5,2,23.4,1.0,83.2,6.1,5.7,Yes,25,Female,1
835,Sales Executive,High School,6.3,52.9,40.7,77.2,55.1,1,0,20.7,2,61.0,0.0,55.5,1.4,3.6,Yes,34,Female,0
836,Sales Executive,Master's,6.6,46.9,39.3,72.7,72.8,1,2,38.5,4,34.1,0.0,71.6,7.5,0.0,No,39,Male,0
837,Sales Executive,Bachelor's,3.0,31.1,58.0,88.5,74.5,1,3,38.4,2,7.9,1.0,40.4,9.3,1.6,Open to Remote,25,Male,1
838,Strategy Consultant,Bachelor's,0.0,33.4,87.2,61.6,71.1,1,5,74.4,2,68.2,0.0,60.2,4.1,5.7,Yes,21,Female,0
839,Data Analyst,High School,10.3,69.1,75.9,26.5,70.0,1,1,46.7,1,34.3,0.0,70.1,6.1,5.8,Yes,32,Male,1
840,Data Analyst,PhD,0.0,75.5,90.1,18.6,46.9,1,5,100.0,0,24.5,2.0,61.0,6.5,9.1,No,27,Female,1
841,Software Engineer,High School,4.8,73.1,52.6,53.9,62.7,0,1,38.3,3,39.1,0.0,45.7,4.4,10.0,Open to Remote,28,Male,0
842,Sales Executive,Bachelor's,1.6,70.6,64.9,88.2,65.8,1,2,61.7,3,22.5,1.0,65.7,7.9,0.0,Open to Remote,32,Male,1
843,Data Analyst,Bachelor's,2.7,54.8,63.4,60.2,45.9,1,1,39.7,1,16.7,0.0,65.7,7.3,4.8,Open to Remote,26,Female,0
844,Data Analyst,Bachelor's,2.4,67.7,71.4,72.1,72.3,1,3,35.3,1,55.2,1.0,32.9,5.9,5.2,No,27,Female,0
845,Software Engineer,Bachelor's,3.4,44.6,81.6,68.6,59.1,0,4,86.0,0,1.3,0.0,99.6,6.6,4.1,No,28,Female,0
846,Strategy Consultant,Bachelor's,6.2,53.2,46.6,90.8,62.4,1,1,44.1,4,70.3,0.0,85.9,6.0,4.1,Yes,38,Male,0
847,Data Analyst,Bachelor's,7.0,87.0,97.9,62.8,75.8,0,3,50.0,0,22.0,0.0,64.7,7.1,5.8,Open to Remote,29,Female,1
848,Sales Executive,Master's,0.0,29.4,52.8,79.1,38.8,0,5,66.0,1,29.1,0.0,64.4,3.6,0.0,Open to Remote,22,Other,0
849,Software Engineer,PhD,0.0,82.6,40.9,54.4,80.6,1,2,75.4,3,2.6,0.0,60.3,7.0,7.7,No,22,Male,0
850,Strategy Consultant,Master's,4.3,71.6,61.6,66.1,68.5,1,4,50.2,4,28.3,0.0,45.3,9.0,0.0,No,30,Male,1
851,Software Engineer,Bachelor's,0.0,59.7,66.5,31.4,34.5,0,2,50.8,1,20.7,0.0,73.9,4.0,6.9,No,22,Male,0
852,Software Engineer,PhD,0.0,77.0,54.6,72.6,70.9,0,1,67.8,1,0.0,0.0,42.9,3.9,1.5,No,21,Female,0
853,Strategy Consultant,Master's,5.1,73.7,41.3,64.2,78.9,1,1,51.1,2,29.8,0.0,65.8,9.7,0.6,Yes,33,Male,1
854,Strategy Consultant,Master's,3.2,53.5,73.5,63.4,74.5,0,2,58.0,3,27.5,0.0,40.2,7.3,2.9,Yes,33,Female,1
855,Software Engineer,Master's,0.9,81.8,54.2,46.9,55.1,0,1,45.8,1,27.3,1.0,43.7,2.5,6.1,Yes,27,Male,0
856,Data Analyst,Bachelor's,4.3,38.4,77.8,39.9,44.8,1,4,27.2,1,4.9,0.0,52.5,5.1,1.1,Yes,31,Female,0
857,Sales Executive,Bachelor's,4.7,54.0,39.0,73.7,44.9,0,4,55.7,1,1.7,1.0,74.4,3.6,0.9,Yes,30,Female,0
858,Strategy Consultant,PhD,0.7,57.8,100.0,77.7,68.5,1,6,63.2,1,23.9,0.0,59.7,6.1,0.6,Yes,33,Male,1
859,Data Analyst,Master's,1.2,45.1,75.7,49.4,47.9,0,5,61.6,1,14.1,1.0,52.6,5.4,8.5,Open to Remote,33,Male,0
860,Data Analyst,High School,3.0,50.5,71.0,75.6,47.8,1,5,55.3,6,50.3,0.0,16.7,6.7,6.0,No,21,Male,0
861,Sales Executive,Bachelor's,6.0,54.1,64.3,69.5,57.2,0,3,57.3,4,18.6,0.0,49.5,7.1,0.5,No,28,Male,1
862,Sales Executive,High School,8.3,40.5,27.7,52.0,44.8,0,6,61.9,2,27.9,2.0,21.9,6.1,0.0,Open to Remote,32,Male,0
863,Sales Executive,High School,3.3,61.7,47.5,95.6,64.3,1,2,65.1,2,41.8,1.0,56.6,7.2,0.9,No,27,Female,0
864,Sales Executive,Bachelor's,2.9,49.7,81.7,78.0,71.8,1,2,58.0,3,41.5,3.0,52.3,3.2,5.3,Yes,29,Male,0
865,Software Engineer,Bachelor's,2.1,70.8,60.2,67.9,86.1,1,4,48.6,2,21.6,0.0,56.5,6.7,7.8,Yes,34,Male,0
866,Strategy Consultant,Master's,1.9,47.4,71.1,83.3,89.1,0,5,86.8,3,3.2,0.0,51.2,6.7,2.4,Yes,29,Male,1
867,Strategy Consultant,Bachelor's,3.1,54.4,65.0,55.8,57.3,1,4,47.3,1,5.0,0.0,63.6,6.2,0.0,No,38,Female,0
868,Sales Executive,Bachelor's,10.5,57.0,77.0,67.2,77.1,0,3,34.9,4,28.1,0.0,65.6,9.1,3.0,No,36,Female,1
869,Software Engineer,Master's,2.9,78.0,61.3,70.5,68.4,0,5,92.4,6,73.8,0.0,66.3,7.2,7.2,No,28,Male,1
870,Software Engineer,Master's,3.8,63.7,46.2,82.5,59.2,1,2,40.4,3,52.1,0.0,75.3,3.8,7.1,No,28,Male,0
871,Sales Executive,Bachelor's,0.0,63.6,93.7,75.9,63.5,1,1,46.8,0,21.2,1.0,7.6,7.5,1.4,No,21,Male,1
872,Software Engineer,Bachelor's,5.0,79.9,44.4,45.6,58.3,1,4,44.8,1,15.1,0.0,39.9,8.5,7.4,No,27,Female,0
873,Strategy Consultant,Bachelor's,0.0,55.8,70.5,95.2,87.0,1,2,42.2,3,62.1,0.0,62.8,6.7,0.4,Yes,21,Female,1
874,Data Analyst,Master's,2.7,66.4,55.4,50.6,42.3,1,4,61.8,2,41.6,0.0,56.7,2.9,3.9,Yes,30,Male,0
875,Sales Executive,Bachelor's,1.6,52.5,44.5,79.9,56.2,1,2,40.7,0,0.0,0.0,35.9,7.8,0.0,No,30,Female,1
876,Strategy Consultant,Bachelor's,2.0,22.5,56.1,63.6,42.9,0,1,23.5,3,67.6,0.0,54.3,5.9,0.2,Yes,33,Female,0
877,Data Analyst,Bachelor's,2.6,68.6,59.9,64.0,67.3,0,3,59.3,2,25.8,1.0,71.9,5.6,7.4,Open to Remote,37,Female,1
878,Data Analyst,PhD,1.0,89.6,82.8,45.8,75.4,1,2,76.7,2,47.8,0.0,47.3,3.6,3.8,No,29,Male,1
879,Sales Executive,High School,1.6,48.3,26.5,69.4,55.6,1,1,23.5,1,31.4,1.0,39.2,6.1,2.8,No,43,Female,0
880,Sales Executive,High School,3.5,46.3,73.9,65.6,84.1,1,2,0.4,3,10.2,0.0,18.9,5.8,0.0,Yes,30,Female,0
881,Data Analyst,Master's,0.0,56.1,84.3,69.9,58.9,1,3,77.1,2,19.7,0.0,52.0,7.1,2.0,Yes,21,Male,0
882,Sales Executive,Bachelor's,4.0,52.4,62.6,77.4,53.1,0,4,47.9,0,0.0,0.0,52.2,9.7,0.1,No,26,Male,1
883,Strategy Consultant,Master's,3.0,47.1,73.9,83.2,70.7,1,3,41.8,1,6.5,0.0,30.6,6.9,3.0,No,27,Male,0
884,Data Analyst,Master's,0.6,84.6,72.1,47.6,85.3,0,3,53.6,3,38.8,0.0,50.7,3.6,1.8,Open to Remote,33,Male,0
885,Software Engineer,Bachelor's,1.0,57.0,86.4,51.9,46.5,1,5,43.2,3,37.4,1.0,53.2,4.0,10.0,Open to Remote,23,Male,1
886,Data Analyst,Bachelor's,3.0,58.2,41.8,69.4,61.2,0,3,48.4,0,1.6,1.0,72.9,5.9,9.7,Open to Remote,27,Female,0
887,Data Analyst,Bachelor's,0.5,56.0,78.9,72.9,66.4,1,3,49.8,0,9.9,1.0,46.3,6.1,6.6,No,28,Female,0
888,Software Engineer,Master's,2.0,97.5,53.8,33.3,72.2,1,0,57.1,2,28.3,0.0,46.3,4.4,5.8,Open to Remote,26,Male,1
889,Software Engineer,Master's,6.0,67.2,77.4,59.8,75.2,0,2,42.3,1,35.4,1.0,86.4,5.1,6.0,Open to Remote,34,Male,0
890,Sales Executive,High School,5.4,36.8,45.8,62.8,49.2,0,4,11.1,0,2.5,0.0,63.1,8.2,0.0,Yes,33,Female,1
