candidate_id,job_role,hiring_score,rank_in_role,role_applicant_count,percentile_in_role,selected
3387,Data Analyst,18.8,586,994,41.1,0
1594,Data Analyst,18.7,587,994,40.9,1
1627,Data Analyst,18.7,587,994,40.9,0
1787,Data Analyst,18.7,587,994,40.9,0
2033,Data Analyst,18.7,587,994,40.9,0
499,Data Analyst,18.6,591,994,40.5,0
2703,Data Analyst,18.6,591,994,40.5,0
3196,Data Analyst,18.6,591,994,40.5,0
547,Data Analyst,18.5,594,994,40.3,0
1610,Data Analyst,18.4,595,994,40.2,1
3826,Data Analyst,18.3,596,994,40.1,0
1238,Data Analyst,18.2,597,994,40.0,0
399,Data Analyst,18.1,598,994,39.7,0
509,Data Analyst,18.1,598,994,39.7,0
2373,Data Analyst,18.1,598,994,39.7,0
2598,Data Analyst,18.1,598,994,39.7,0
3619,Data Analyst,18.1,598,994,39.7,1
2610,Data Analyst,18.0,603,994,39.4,0
721,Data Analyst,17.8,604,994,39.3,0
2657,Data Analyst,17.8,604,994,39.3,0
584,Data Analyst,17.7,606,994,39.1,0
2832,Data Analyst,17.7,606,994,39.1,0
1311,Data Analyst,17.6,608,994,38.9,0
38,Data Analyst,17.4,609,994,38.8,0
484,Data Analyst,17.4,609,994,38.8,0
2256,Data Analyst,17.3,611,994,38.6,1
3707,Data Analyst,17.3,611,994,38.6,1
3722,Data Analyst,17.0,613,994,38.4,0
1554,Data Analyst,16.9,614,994,38.2,0
2169,Data Analyst,16.9,614,994,38.2,0
2807,Data Analyst,16.9,614,994,38.2,1
886,Data Analyst,16.8,617,994,37.9,0
1430,Data Analyst,16.8,617,994,37.9,1
2509,Data Analyst,16.8,617,994,37.9,0
210,Data Analyst,16.6,620,994,37.6,0
2861,Data Analyst,16.6,620,994,37.6,0
3776,Data Analyst,16.6,620,994,37.6,0
277,Data Analyst,16.5,623,994,37.4,0
141,Data Analyst,16.4,624,994,37.2,0
1102,Data Analyst,16.4,624,994,37.2,0
1296,Data Analyst,16.4,624,994,37.2,0
2198,Data Analyst,16.4,624,994,37.2,0
2050,Data Analyst,16.3,628,994,36.8,0
2304,Data Analyst,16.3,628,994,36.8,0
3612,Data Analyst,16.3,628,994,36.8,0
2802,Data Analyst,16.2,631,994,36.6,0
3998,Data Analyst,16.2,631,994,36.6,0
400,Data Analyst,16.1,633,994,36.4,1
2323,Data Analyst,16.1,633,994,36.4,0
1321,Data Analyst,16.0,635,994,36.2,0
1838,Data Analyst,16.0,635,994,36.2,0
792,Data Analyst,15.9,637,994,35.9,0
1974,Data Analyst,15.9,637,994,35.9,0
2586,Data Analyst,15.9,637,994,35.9,1
3988,Data Analyst,15.9,637,994,35.9,0
887,Data Analyst,15.8,641,994,35.5,0
1609,Data Analyst,15.8,641,994,35.5,0
3961,Data Analyst,15.8,641,994,35.5,0
1159,Data Analyst,15.7,644,994,35.2,0
1622,Data Analyst,15.7,644,994,35.2,0
3250,Data Analyst,15.7,644,994,35.2,0
127,Data Analyst,15.6,647,994,34.9,0
844,Data Analyst,15.6,647,994,34.9,0
2523,Data Analyst,15.6,647,994,34.9,0
1871,Data Analyst,15.5,650,994,34.7,0
2332,Data Analyst,15.5,650,994,34.7,0
1822,Data Analyst,15.4,652,994,34.4,0
2163,Data Analyst,15.4,652,994,34.4,0
3021,Data Analyst,15.4,652,994,34.4,1
3490,Data Analyst,15.4,652,994,34.4,0
1460,Data Analyst,15.3,656,994,34.1,0
622,Data Analyst,15.2,657,994,33.9,1
2546,Data Analyst,15.2,657,994,33.9,0
2723,Data Analyst,15.2,657,994,33.9,0
2967,Data Analyst,15.2,657,994,33.9,0
1030,Data Analyst,15.1,661,994,33.5,0
1208,Data Analyst,15.1,661,994,33.5,0
2670,Data Analyst,15.1,661,994,33.5,0
222,Data Analyst,15.0,664,994,33.1,0
966,Data Analyst,15.0,664,994,33.1,0
1749,Data Analyst,15.0,664,994,33.1,0
3816,Data Analyst,15.0,664,994,33.1,1
379,Data Analyst,14.9,668,994,32.8,0
2368,Data Analyst,14.9,668,994,32.8,0
809,Data Analyst,14.8,670,994,32.5,0
2413,Data Analyst,14.8,670,994,32.5,0
3851,Data Analyst,14.8,670,994,32.5,0
3914,Data Analyst,14.8,670,994,32.5,1
1270,Data Analyst,14.7,674,994,32.2,1
3067,Data Analyst,14.7,674,994,32.2,0
3815,Data Analyst,14.7,674,994,32.2,0
1656,Data Analyst,14.6,677,994,32.0,0
1146,Data Analyst,14.5,678,994,31.8,0
1792,Data Analyst,14.5,678,994,31.8,0
2677,Data Analyst,14.5,678,994,31.8,0
2632,Data Analyst,14.4,681,994,31.5,0
2655,Data Analyst,14.4,681,994,31.5,0
1216,Data Analyst,14.3,683,994,31.2,0
1522,Data Analyst,14.3,683,994,31.2,0
1879,Data Analyst,14.3,683,994,31.2,0
3066,Data Analyst,14.3,683,994,31.2,0
1690,Data Analyst,14.2,687,994,30.9,0
3160,Data Analyst,14.2,687,994,30.9,0
1474,Data Analyst,14.1,689,994,30.7,0
3677,Data Analyst,14.1,689,994,30.7,0
3070,Data Analyst,14.0,691,994,30.6,0
1708,Data Analyst,13.9,692,994,30.4,1
3648,Data Analyst,13.9,692,994,30.4,0
322,Data Analyst,13.8,694,994,30.2,0
2307,Data Analyst,13.8,694,994,30.2,0
3576,Data Analyst,13.8,694,994,30.2,0
3967,Data Analyst,13.7,697,994,30.0,0
94,Data Analyst,13.6,698,994,29.8,0
2070,Data Analyst,13.6,698,994,29.8,0
3521,Data Analyst,13.6,698,994,29.8,1
1039,Data Analyst,13.5,701,994,29.5,0
2079,Data Analyst,13.5,701,994,29.5,0
1289,Data Analyst,13.4,703,994,29.2,0
1322,Data Analyst,13.4,703,994,29.2,0
1383,Data Analyst,13.4,703,994,29.2,0
3291,Data Analyst,13.4,703,994,29.2,0
3444,Data Analyst,13.4,703,994,29.2,0
678,Data Analyst,13.3,708,994,28.8,0
919,Data Analyst,13.3,708,994,28.8,0
1476,Data Analyst,13.2,710,994,28.4,0
3131,Data Analyst,13.2,710,994,28.4,0
3356,Data Analyst,13.2,710,994,28.4,0
3362,Data Analyst,13.2,710,994,28.4,0
3426,Data Analyst,13.2,710,994,28.4,0
3573,Data Analyst,13.2,710,994,28.4,0
88,Data Analyst,13.1,716,994,27.9,0
660,Data Analyst,13.1,716,994,27.9,0
1833,Data Analyst,13.1,716,994,27.9,0
2000,Data Analyst,13.1,716,994,27.9,0
2026,Data Analyst,13.1,716,994,27.9,0
1127,Data Analyst,13.0,721,994,27.5,0
3912,Data Analyst,13.0,721,994,27.5,0
307,Data Analyst,12.9,723,994,27.1,0
522,Data Analyst,12.9,723,994,27.1,0
710,Data Analyst,12.9,723,994,27.1,0
1937,Data Analyst,12.9,723,994,27.1,0
2541,Data Analyst,12.9,723,994,27.1,0
2784,Data Analyst,12.9,723,994,27.1,0
471,Data Analyst,12.8,729,994,26.7,0
1077,Data Analyst,12.8,729,994,26.7,0
1712,Data Analyst,12.8,729,994,26.7,0
183,Data Analyst,12.7,732,994,26.3,0
533,Data Analyst,12.7,732,994,26.3,0
747,Data Analyst,12.7,732,994,26.3,0
1136,Data Analyst,12.7,732,994,26.3,1
1536,Data Analyst,12.7,732,994,26.3,0
2007,Data Analyst,12.6,737,994,25.7,0
2142,Data Analyst,12.6,737,994,25.7,0
2294,Data Analyst,12.6,737,994,25.7,0
2354,Data Analyst,12.6,737,994,25.7,0
3089,Data Analyst,12.6,737,994,25.7,0
3313,Data Analyst,12.6,737,994,25.7,0
2,Data Analyst,12.5,743,994,25.2,0
119,Data Analyst,12.5,743,994,25.2,0
996,Data Analyst,12.5,743,994,25.2,0
3086,Data Analyst,12.5,743,994,25.2,0
3178,Data Analyst,12.5,743,994,25.2,0
960,Data Analyst,12.4,748,994,24.4,0
989,Data Analyst,12.4,748,994,24.4,0
1327,Data Analyst,12.4,748,994,24.4,0
1362,Data Analyst,12.4,748,994,24.4,0
1481,Data Analyst,12.4,748,994,24.4,0
1636,Data Analyst,12.4,748,994,24.4,0
3183,Data Analyst,12.4,748,994,24.4,0
3817,Data Analyst,12.4,748,994,24.4,0
3917,Data Analyst,12.4,748,994,24.4,0
477,Data Analyst,12.3,757,994,23.8,0
573,Data Analyst,12.3,757,994,23.8,0
1503,Data Analyst,12.3,757,994,23.8,0
3044,Data Analyst,12.3,757,994,23.8,0
244,Data Analyst,12.2,761,994,23.5,0
1828,Data Analyst,12.2,761,994,23.5,0
1388,Data Analyst,12.1,763,994,23.2,0
2867,Data Analyst,12.1,763,994,23.2,0
3424,Data Analyst,12.1,763,994,23.2,0
3853,Data Analyst,12.1,763,994,23.2,0
2724,Data Analyst,12.0,767,994,22.8,0
2819,Data Analyst,12.0,767,994,22.8,0
2996,Data Analyst,12.0,767,994,22.8,0
10,Data Analyst,11.9,770,994,22.4,0
1217,Data Analyst,11.9,770,994,22.4,0
2551,Data Analyst,11.9,770,994,22.4,0
2721,Data Analyst,11.9,770,994,22.4,0
3623,Data Analyst,11.9,770,994,22.4,1
3640,Data Analyst,11.9,770,994,22.4,0
355,Data Analyst,11.8,776,994,21.7,0
1571,Data Analyst,11.8,776,994,21.7,0
1962,Data Analyst,11.8,776,994,21.7,0
2223,Data Analyst,11.8,776,994,21.7,0
2590,Data Analyst,11.8,776,994,21.7,0
2915,Data Analyst,11.8,776,994,21.7,0
3327,Data Analyst,11.8,776,994,21.7,0
2268,Data Analyst,11.7,783,994,21.3,0
2636,Data Analyst,11.7,783,994,21.3,0
1546,Data Analyst,11.6,785,994,21.0,0
2372,Data Analyst,11.6,785,994,21.0,0
2549,Data Analyst,11.6,785,994,21.0,0
1067,Data Analyst,11.5,788,994,20.8,0
517,Data Analyst,11.4,789,994,20.5,0
581,Data Analyst,11.4,789,994,20.5,0
843,Data Analyst,11.4,789,994,20.5,0
1830,Data Analyst,11.4,789,994,20.5,0
3592,Data Analyst,11.4,789,994,20.5,0
582,Data Analyst,11.3,794,994,20.2,0
3526,Data Analyst,11.3,794,994,20.2,0
1630,Data Analyst,11.2,796,994,19.9,0
2251,Data Analyst,11.2,796,994,19.9,0
3233,Data Analyst,11.2,796,994,19.9,0
220,Data Analyst,11.0,799,994,19.5,0
1643,Data Analyst,11.0,799,994,19.5,0
2058,Data Analyst,11.0,799,994,19.5,0
2214,Data Analyst,11.0,799,994,19.5,0
2863,Data Analyst,11.0,799,994,19.5,0
3322,Data Analyst,11.0,799,994,19.5,0
1006,Data Analyst,10.9,805,994,19.0,0
1125,Data Analyst,10.9,805,994,19.0,0
1171,Data Analyst,10.9,805,994,19.0,0
2788,Data Analyst,10.9,805,994,19.0,0
1059,Data Analyst,10.8,809,994,18.7,0
3617,Data Analyst,10.8,809,994,18.7,0
1242,Data Analyst,10.7,811,994,18.5,0
1998,Data Analyst,10.7,811,994,18.5,0
324,Data Analyst,10.6,813,994,18.2,0
859,Data Analyst,10.6,813,994,18.2,0
1245,Data Analyst,10.6,813,994,18.2,0
2358,Data Analyst,10.6,813,994,18.2,0
356,Data Analyst,10.5,817,994,17.7,0
1145,Data Analyst,10.5,817,994,17.7,0
1995,Data Analyst,10.5,817,994,17.7,0
2025,Data Analyst,10.5,817,994,17.7,0
2168,Data Analyst,10.5,817,994,17.7,0
2738,Data Analyst,10.5,817,994,17.7,0
15,Data Analyst,10.4,823,994,16.9,0
359,Data Analyst,10.4,823,994,16.9,0
904,Data Analyst,10.4,823,994,16.9,0
1495,Data Analyst,10.4,823,994,16.9,0
1659,Data Analyst,10.4,823,994,16.9,0
2776,Data Analyst,10.4,823,994,16.9,0
2862,Data Analyst,10.4,823,994,16.9,0
3041,Data Analyst,10.4,823,994,16.9,0
3329,Data Analyst,10.4,823,994,16.9,0
1089,Data Analyst,10.3,832,994,16.3,0
1401,Data Analyst,10.3,832,994,16.3,0
1558,Data Analyst,10.2,834,994,16.1,0
2081,Data Analyst,10.2,834,994,16.1,0
2072,Data Analyst,10.1,836,994,15.9,0
2913,Data Analyst,10.1,836,994,15.9,0
3756,Data Analyst,10.1,836,994,15.9,0
558,Data Analyst,10.0,839,994,15.5,0
1778,Data Analyst,10.0,839,994,15.5,0
2734,Data Analyst,10.0,839,994,15.5,0
3288,Data Analyst,10.0,839,994,15.5,0
2128,Data Analyst,9.9,843,994,15.3,0
1038,Data Analyst,9.8,844,994,15.0,0
1300,Data Analyst,9.8,844,994,15.0,0
1340,Data Analyst,9.8,844,994,15.0,0
2014,Data Analyst,9.8,844,994,15.0,0
530,Data Analyst,9.7,848,994,14.5,0
924,Data Analyst,9.7,848,994,14.5,0
1455,Data Analyst,9.7,848,994,14.5,0
2175,Data Analyst,9.7,848,994,14.5,0
2319,Data Analyst,9.7,848,994,14.5,0
3413,Data Analyst,9.7,848,994,14.5,0
3767,Data Analyst,9.7,848,994,14.5,0
1499,Data Analyst,9.6,855,994,14.0,1
2173,Data Analyst,9.6,855,994,14.0,0
3894,Data Analyst,9.6,855,994,14.0,0
62,Data Analyst,9.5,858,994,13.6,0
2393,Data Analyst,9.5,858,994,13.6,0
2690,Data Analyst,9.5,858,994,13.6,0
3469,Data Analyst,9.5,858,994,13.6,0
3474,Data Analyst,9.5,858,994,13.6,0
1276,Data Analyst,9.4,863,994,13.2,0
2456,Data Analyst,9.4,863,994,13.2,0
2652,Data Analyst,9.4,863,994,13.2,0
537,Data Analyst,9.3,866,994,12.9,0
1096,Data Analyst,9.3,866,994,12.9,0
1291,Data Analyst,9.3,866,994,12.9,0
2860,Data Analyst,9.2,869,994,12.6,0
3749,Data Analyst,9.2,869,994,12.6,0
3969,Data Analyst,9.1,871,994,12.5,0
2470,Data Analyst,9.0,872,994,12.3,0
2955,Data Analyst,9.0,872,994,12.3,0
328,Data Analyst,8.9,874,994,12.0,0
487,Data Analyst,8.9,874,994,12.0,0
977,Data Analyst,8.9,874,994,12.0,1
1149,Data Analyst,8.9,874,994,12.0,0
2674,Data Analyst,8.9,874,994,12.0,0
373,Data Analyst,8.8,879,994,11.4,0
1272,Data Analyst,8.8,879,994,11.4,0
1475,Data Analyst,8.8,879,994,11.4,0
1687,Data Analyst,8.8,879,994,11.4,0
2842,Data Analyst,8.8,879,994,11.4,0
3530,Data Analyst,8.8,879,994,11.4,0
1725,Data Analyst,8.7,885,994,11.0,0
2016,Data Analyst,8.7,885,994,11.0,0
2484,Data Analyst,8.7,885,994,11.0,0
497,Data Analyst,8.6,888,994,10.7,0
2545,Data Analyst,8.6,888,994,10.7,0
172,Data Analyst,8.5,890,994,10.5,0
3871,Data Analyst,8.5,890,994,10.5,0
874,Data Analyst,8.4,892,994,10.4,0
754,Data Analyst,8.3,893,994,10.2,0
3336,Data Analyst,8.3,893,994,10.2,0
1155,Data Analyst,8.2,895,994,10.0,0
1424,Data Analyst,8.2,895,994,10.0,0
134,Data Analyst,8.1,897,994,9.7,0
2566,Data Analyst,8.1,897,994,9.7,0
2662,Data Analyst,8.1,897,994,9.7,1
3239,Data Analyst,8.1,897,994,9.7,0
1467,Data Analyst,8.0,901,994,9.4,0
1727,Data Analyst,8.0,901,994,9.4,0
1028,Data Analyst,7.9,903,994,9.1,0
1178,Data Analyst,7.9,903,994,9.1,0
1853,Data Analyst,7.9,903,994,9.1,0
2221,Data Analyst,7.9,903,994,9.1,0
3880,Data Analyst,7.9,903,994,9.1,0
369,Data Analyst,7.8,908,994,8.6,0
2827,Data Analyst,7.8,908,994,8.6,0
2851,Data Analyst,7.8,908,994,8.6,0
3951,Data Analyst,7.8,908,994,8.6,0
933,Data Analyst,7.6,912,994,8.0,0
1065,Data Analyst,7.6,912,994,8.0,0
1187,Data Analyst,7.6,912,994,8.0,0
1426,Data Analyst,7.6,912,994,8.0,0
2056,Data Analyst,7.6,912,994,8.0,0
2250,Data Analyst,7.6,912,994,8.0,0
3409,Data Analyst,7.6,912,994,8.0,0
3753,Data Analyst,7.6,912,994,8.0,0
1678,Data Analyst,7.5,920,994,7.5,0
1024,Data Analyst,7.4,921,994,7.4,1
3587,Data Analyst,7.4,921,994,7.4,0
951,Data Analyst,7.3,923,994,7.1,0
2002,Data Analyst,7.3,923,994,7.1,0
3065,Data Analyst,7.3,923,994,7.1,0
145,Data Analyst,7.2,926,994,6.9,0
610,Data Analyst,7.2,926,994,6.9,0
248,Data Analyst,7.1,928,994,6.6,0
592,Data Analyst,7.1,928,994,6.6,0
3568,Data Analyst,7.1,928,994,6.6,0
1528,Data Analyst,7.0,931,994,6.4,0
2065,Data Analyst,7.0,931,994,6.4,0
366,Data Analyst,6.9,933,994,6.1,0
1705,Data Analyst,6.9,933,994,6.1,0
2540,Data Analyst,6.9,933,994,6.1,0
1921,Data Analyst,6.8,936,994,5.9,0
2445,Data Analyst,6.7,937,994,5.6,0
2858,Data Analyst,6.7,937,994,5.6,0
3141,Data Analyst,6.7,937,994,5.6,0
3180,Data Analyst,6.7,937,994,5.6,0
3985,Data Analyst,6.7,937,994,5.6,0
486,Data Analyst,6.6,942,994,5.2,0
690,Data Analyst,6.6,942,994,5.2,0
3461,Data Analyst,6.6,942,994,5.2,0
1504,Data Analyst,6.5,945,994,5.0,0
2736,Data Analyst,6.5,945,994,5.0,0
378,Data Analyst,6.4,947,994,4.7,0
856,Data Analyst,6.4,947,994,4.7,0
3111,Data Analyst,6.4,947,994,4.7,0
3231,Data Analyst,6.4,947,994,4.7,0
97,Data Analyst,6.3,951,994,4.4,0
2375,Data Analyst,6.3,951,994,4.4,0
41,Data Analyst,6.2,953,994,4.0,0
624,Data Analyst,6.2,953,994,4.0,0
900,Data Analyst,6.2,953,994,4.0,0
2028,Data Analyst,6.2,953,994,4.0,0
2087,Data Analyst,6.2,953,994,4.0,0
3937,Data Analyst,6.2,953,994,4.0,1
1294,Data Analyst,6.1,959,994,3.5,0
2865,Data Analyst,6.1,959,994,3.5,0
3354,Data Analyst,6.1,959,994,3.5,0
588,Data Analyst,6.0,962,994,3.2,0
2170,Data Analyst,6.0,962,994,3.2,0
3206,Data Analyst,6.0,962,994,3.2,0
3923,Data Analyst,6.0,962,994,3.2,0
278,Data Analyst,5.9,966,994,2.8,0
2253,Data Analyst,5.9,966,994,2.8,0
3861,Data Analyst,5.9,966,994,2.8,0
975,Data Analyst,5.8,969,994,2.5,0
1425,Data Analyst,5.8,969,994,2.5,0
2171,Data Analyst,5.8,969,994,2.5,0
3340,Data Analyst,5.8,969,994,2.5,0
147,Data Analyst,5.7,973,994,2.1,0
3123,Data Analyst,5.7,973,994,2.1,0
3965,Data Analyst,5.7,973,994,2.1,0
458,Data Analyst,5.6,976,994,1.7,0
907,Data Analyst,5.6,976,994,1.7,0
1168,Data Analyst,5.6,976,994,1.7,0
1570,Data Analyst,5.6,976,994,1.7,0
3361,Data Analyst,5.6,976,994,1.7,0
3690,Data Analyst,5.6,976,994,1.7,0
303,Data Analyst,5.5,982,994,1.3,0
1132,Data Analyst,5.4,983,994,1.2,0
3062,Data Analyst,5.4,983,994,1.2,0
618,Data Analyst,5.3,985,994,0.9,0
729,Data Analyst,5.3,985,994,0.9,0
2355,Data Analyst,5.3,985,994,0.9,0
670,Data Analyst,5.2,988,994,0.6,0
684,Data Analyst,5.2,988,994,0.6,0
2091,Data Analyst,5.2,988,994,0.6,0
3574,Data Analyst,5.2,988,994,0.6,0
1078,Data Analyst,5.1,992,994,0.3,0
1214,Data Analyst,5.0,993,994,0.2,0
3278,Data Analyst,4.9,994,994,0.1,0
92,Sales Executive,79.6,1,981,100.0,1
365,Sales Executive,79.4,2,981,99.9,1
518,Sales Executive,78.7,3,981,99.8,1
3013,Sales Executive,78.5,4,981,99.7,1
2524,Sales Executive,78.2,5,981,99.6,1
719,Sales Executive,77.6,6,981,99.4,1
1854,Sales Executive,77.6,6,981,99.4,1
1379,Sales Executive,77.5,8,981,99.3,1
2841,Sales Executive,77.3,9,981,99.2,1
3084,Sales Executive,77.2,10,981,99.1,1
1961,Sales Executive,77.0,11,981,99.0,1
2188,Sales Executive,76.8,12,981,98.8,1
2435,Sales Executive,76.8,12,981,98.8,1
1465,Sales Executive,76.6,14,981,98.7,0
2984,Sales Executive,76.4,15,981,98.6,1
483,Sales Executive,76.2,16,981,98.4,1
3485,Sales Executive,76.2,16,981,98.4,1
1747,Sales Executive,76.1,18,981,98.3,1
1596,Sales Executive,75.9,19,981,98.2,1
2577,Sales Executive,75.7,20,981,98.1,0
3675,Sales Executive,75.6,21,981,98.0,1
3983,Sales Executive,75.5,22,981,97.9,1
2924,Sales Executive,75.3,23,981,97.8,1
1029,Sales Executive,75.0,24,981,97.7,1
2816,Sales Executive,74.9,25,981,97.6,1
1211,Sales Executive,74.8,26,981,97.5,1
2010,Sales Executive,74.5,27,981,97.3,1
2365,Sales Executive,74.5,27,981,97.3,1
2796,Sales Executive,73.9,29,981,97.1,1
2813,Sales Executive,73.8,30,981,97.0,1
1346,Sales Executive,73.7,31,981,96.9,1
929,Sales Executive,73.6,32,981,96.8,1
3216,Sales Executive,73.6,32,981,96.8,1
1147,Sales Executive,73.4,34,981,96.6,0
2232,Sales Executive,73.3,35,981,96.5,1
2407,Sales Executive,73.3,35,981,96.5,1
969,Sales Executive,73.2,37,981,96.3,1
333,Sales Executive,73.0,38,981,96.2,0
96,Sales Executive,72.8,39,981,96.1,1
326,Sales Executive,72.7,40,981,96.0,1
2533,Sales Executive,72.6,41,981,95.9,1
3811,Sales Executive,72.5,42,981,95.8,1
3085,Sales Executive,72.3,43,981,95.7,0
638,Sales Executive,72.2,44,981,95.6,1
2273,Sales Executive,72.2,44,981,95.6,1
461,Sales Executive,72.1,46,981,95.4,1
3919,Sales Executive,71.9,47,981,95.3,0
2935,Sales Executive,71.8,48,981,95.2,1
479,Sales Executive,71.7,49,981,95.1,0
1416,Sales Executive,71.6,50,981,95.0,1
1901,Sales Executive,71.6,50,981,95.0,1
201,Sales Executive,71.5,52,981,94.8,1
1537,Sales Executive,71.2,53,981,94.7,1
25,Sales Executive,71.1,54,981,94.6,1
990,Sales Executive,71.0,55,981,94.5,1
387,Sales Executive,70.9,56,981,94.3,1
3795,Sales Executive,70.9,56,981,94.3,1
3810,Sales Executive,70.8,58,981,94.2,1
1973,Sales Executive,70.7,59,981,94.1,1
532,Sales Executive,70.6,60,981,93.9,1
715,Sales Executive,70.6,60,981,93.9,1
285,Sales Executive,70.4,62,981,93.7,1
3346,Sales Executive,70.4,62,981,93.7,1
675,Sales Executive,70.0,64,981,93.6,1
2569,Sales Executive,69.9,65,981,93.5,1
559,Sales Executive,69.8,66,981,93.4,1
2614,Sales Executive,69.4,67,981,93.2,1
2804,Sales Executive,69.4,67,981,93.2,1
2466,Sales Executive,69.1,69,981,93.1,1
597,Sales Executive,68.8,70,981,92.9,1
1042,Sales Executive,68.8,70,981,92.9,1
2440,Sales Executive,68.8,70,981,92.9,1
2297,Sales Executive,68.7,73,981,92.7,1
2021,Sales Executive,68.5,74,981,92.4,1
2531,Sales Executive,68.5,74,981,92.4,1
2565,Sales Executive,68.5,74,981,92.4,1
3681,Sales Executive,68.5,74,981,92.4,1
789,Sales Executive,68.3,78,981,92.2,1
2830,Sales Executive,68.2,79,981,92.0,1
1746,Sales Executive,67.9,80,981,91.9,0
1290,Sales Executive,67.8,81,981,91.8,1
2835,Sales Executive,67.7,82,981,91.7,1
1011,Sales Executive,67.3,83,981,91.6,0
1573,Sales Executive,67.1,84,981,91.5,0
3535,Sales Executive,67.1,84,981,91.5,1
1704,Sales Executive,67.0,86,981,91.2,1
2536,Sales Executive,67.0,86,981,91.2,1
2642,Sales Executive,67.0,86,981,91.2,1
489,Sales Executive,66.9,89,981,91.0,1
1328,Sales Executive,66.9,89,981,91.0,0
1257,Sales Executive,66.7,91,981,90.7,1
3014,Sales Executive,66.7,91,981,90.7,1
3187,Sales Executive,66.7,91,981,90.7,0
1344,Sales Executive,66.5,94,981,90.5,0
2777,Sales Executive,66.3,95,981,90.4,1
1572,Sales Executive,66.2,96,981,90.3,1
1718,Sales Executive,66.2,96,981,90.3,1
3628,Sales Executive,66.0,98,981,90.1,1
3839,Sales Executive,66.0,98,981,90.1,1
2258,Sales Executive,65.4,100,981,89.9,1
1190,Sales Executive,65.3,101,981,89.8,1
1603,Sales Executive,65.1,102,981,89.7,1
1128,Sales Executive,64.9,103,981,89.6,1
2530,Sales Executive,64.8,104,981,89.5,1
2339,Sales Executive,64.7,105,981,89.4,1
3272,Sales Executive,64.6,106,981,89.2,1
3360,Sales Executive,64.6,106,981,89.2,0
761,Sales Executive,64.5,108,981,89.0,1
2101,Sales Executive,64.5,108,981,89.0,1
1694,Sales Executive,64.4,110,981,88.8,1
2726,Sales Executive,64.4,110,981,88.8,1
2254,Sales Executive,64.2,112,981,88.6,1
3323,Sales Executive,64.2,112,981,88.6,1
1134,Sales Executive,64.1,114,981,88.4,1
1985,Sales Executive,64.1,114,981,88.4,1
1846,Sales Executive,64.0,116,981,88.2,1
3166,Sales Executive,64.0,116,981,88.2,0
3726,Sales Executive,64.0,116,981,88.2,1
947,Sales Executive,63.9,119,981,87.9,1
1513,Sales Executive,63.9,119,981,87.9,0
1359,Sales Executive,63.8,121,981,87.7,1
3045,Sales Executive,63.8,121,981,87.7,1
1200,Sales Executive,63.7,123,981,87.6,1
3516,Sales Executive,63.6,124,981,87.4,0
3807,Sales Executive,63.6,124,981,87.4,1
247,Sales Executive,63.5,126,981,87.3,1
685,Sales Executive,63.4,127,981,87.2,0
2654,Sales Executive,63.3,128,981,87.1,1
318,Sales Executive,63.1,129,981,86.9,1
3689,Sales Executive,63.1,129,981,86.9,0
2607,Sales Executive,62.9,131,981,86.7,1
2206,Sales Executive,62.5,132,981,86.6,0
3863,Sales Executive,62.4,133,981,86.5,1
1733,Sales Executive,62.3,134,981,86.4,1
1681,Sales Executive,62.2,135,981,86.3,1
1032,Sales Executive,62.1,136,981,86.2,1
3980,Sales Executive,62.1,136,981,86.2,0
159,Sales Executive,62.0,138,981,85.8,1
180,Sales Executive,62.0,138,981,85.8,0
1698,Sales Executive,62.0,138,981,85.8,1
1777,Sales Executive,62.0,138,981,85.8,1
2914,Sales Executive,62.0,138,981,85.8,1
3031,Sales Executive,61.7,143,981,85.5,1
440,Sales Executive,61.6,144,981,85.4,1
2105,Sales Executive,61.0,145,981,85.2,1
3114,Sales Executive,61.0,145,981,85.2,1
3146,Sales Executive,61.0,145,981,85.2,0
1613,Sales Executive,60.7,148,981,85.0,1
274,Sales Executive,60.6,149,981,84.9,1
3813,Sales Executive,60.6,149,981,84.9,1
425,Sales Executive,60.5,151,981,84.7,1
3517,Sales Executive,60.4,152,981,84.6,0
604,Sales Executive,60.3,153,981,84.4,1
1317,Sales Executive,60.3,153,981,84.4,1
2972,Sales Executive,60.3,153,981,84.4,1
586,Sales Executive,59.9,156,981,84.1,1
1324,Sales Executive,59.9,156,981,84.1,1
2019,Sales Executive,59.9,156,981,84.1,0
3837,Sales Executive,59.7,159,981,83.9,1
957,Sales Executive,59.6,160,981,83.7,1
3739,Sales Executive,59.6,160,981,83.7,0
598,Sales Executive,59.5,162,981,83.5,1
1079,Sales Executive,59.5,162,981,83.5,1
506,Sales Executive,59.4,164,981,83.3,1
2176,Sales Executive,59.4,164,981,83.3,1
1820,Sales Executive,59.2,166,981,83.1,1
2345,Sales Executive,59.2,166,981,83.1,0
491,Sales Executive,58.8,168,981,83.0,1
3273,Sales Executive,58.7,169,981,82.9,1
208,Sales Executive,58.6,170,981,82.8,1
566,Sales Executive,58.3,171,981,82.7,1
3078,Sales Executive,58.2,172,981,82.5,1
3349,Sales Executive,58.2,172,981,82.5,1
3710,Sales Executive,58.2,172,981,82.5,1
3147,Sales Executive,57.9,175,981,82.3,1
368,Sales Executive,57.8,176,981,82.2,0
2468,Sales Executive,57.7,177,981,82.0,1
3938,Sales Executive,57.7,177,981,82.0,1
